author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
874200729585680384,2020-01-15 19:12:01+00:00, ,1217524857618997255,en,1,0,0,0,natalyabold2873,turkish airlines book a flight https://t.co/BHh8WYltMz #china southern airlines 327 flight status
4747641663,2020-01-15 19:11:40+00:00, ,1217524771430305793,en,0,0,0,0,Twitter Web App,Investors worried about the U.S.-#China #trade war for most of 2019. Will an actual war between the U.S. and #Iran be their next big headache? Read more here &gt;&gt; https://t.co/ZSstwuIgXy https://t.co/niiz7eEi6K
1211232188412252160,2020-01-15 19:11:25+00:00, ,1217524707123191809,en,0,0,0,0,Twitter for Android,"#Chinese Quit Communist Party, Heralding a New China
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/i2XUzv5qwn"
24947616,2020-01-15 19:11:06+00:00, ,1217524628987375616,en,1,0,0,0,Twitter Web App,Great deals of 2019 include @EverestMedical -  State of #China #Lifescience @ChinaBio #CABS - #JPM2020 #BiotechShowcase  @EBDgroup
320009417,2020-01-15 19:10:21+00:00, ,1217524439648296966,en,0,0,0,0,Twitter for Android,"""China-U.S. phase-one economic and trade agreement is in line with #WTO rules, says Chinese Vice Premier Liu He, adding that the agreement is not directed at nor will it affect the lawful rights and interests of any third party"" - @XHNews #China #UnitedStates 🇨🇳🇺🇸 https://t.co/OGGfYAMox7"
24947616,2020-01-15 19:09:54+00:00, ,1217524325030354944,en,1,0,0,0,Twitter Web App,"US held ground as desirable partner for China pharmas, while China-EU and China-China deals grew - State of #China #Lifescience @ChinaBio #CABS - #JPM2020 #BiotechShowcase  @EBDgroup"
486531788,2020-01-15 19:09:26+00:00,472313ed153fe2bf,1217524206834896896,en,3,0,0,1,Twitter for Android,Why a $453 billion bond manager is shifting bets from #India to #China @HindustanTimes https://t.co/09L4bOYE27
881604271,2020-01-15 19:09:13+00:00, ,1217524154171191296,en,0,0,0,0,Twitter Web App,"complete #tradedeal #china #trump is now #public $SPY $QQQ $DIA $EEM 
https://t.co/wFVNepZZqI https://t.co/AWQ4pNdVsl"
1211232188412252160,2020-01-15 19:09:13+00:00, ,1217524153403789318,en,0,0,0,0,Twitter for Android,"140 Million #Chinese Withdraw from Embattled #Communist Party
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/PGvMfZpJDY"
1088482863841005568,2020-01-15 19:08:53+00:00, ,1217524068381007872,en,0,0,0,0,Blog2Social APP,It would be reasonable to look at the new trade agreement between the United States and China and say: All that … for this?The temporary resolution was bound to underwhelm after two years of rapidly escalating bluster and tariffs; a world of pain  #China  https://t.co/QkVLEva2Kq
24947616,2020-01-15 19:08:42+00:00, ,1217524025175363584,en,1,0,0,1,Twitter Web App,About 75% of all #pharma partnering deals in #China were cross border deals - State of #China #Lifescience @ChinaBio #CABS - #JPM2020 #BiotechShowcase  @EBDgroup
900655177442709504,2020-01-15 19:08:13+00:00, ,1217523903599386624,en,0,0,0,1,Twitter for iPhone,"In the next ten years #VR #XR #QuantumComputing  #biotech #china the commercialisation of #space and #sustainability will be real game changers says @EY_UKI 

#TechTrends2020 @scotlandis https://t.co/SIqQlopMYo"
1211232188412252160,2020-01-15 19:07:42+00:00, ,1217523770442862596,en,0,0,0,0,Twitter for Android,"Ninth Anniversary of ‘Nine Commentaries’ Finds Mainlanders Busy Quitting the Party
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/4ArGGRS5cI"
50409062,2020-01-15 19:07:38+00:00, ,1217523756014407681,en,3,3,0,8,TweetDeck,"30 years ago the #ColdWar ended. The @CIA said the ""dragon"" called the #USSR was dead. Now, we learn the dragon survived. Wounded &amp; angry, in 2020, it STILL seeks 2 destroy the US &amp; @NATO and it's not alone! Another dragon #China, now leads the charge. https://t.co/MNQ2f97fr5 https://t.co/FSVcHZAhyb"
1125174397881335808,2020-01-15 19:07:09+00:00, ,1217523632580124672,en,0,0,1,0,Twitter Web App,"#tradewars #china #Trump2020 
P1 signed, if you have any doubt what China thinks.....Chinese government media aren’t ceding a loss as the delegation from Beijing prepares to sign the document just before lunch at the White House today"
260706920,2020-01-15 19:07:07+00:00, ,1217523625852645376,en,0,0,0,1,Twitter for Android,"""The ‘giant hole’ in #Trump’s new #China deal"" https://t.co/wZP0Y8k6Vm"
20678211,2020-01-15 19:06:38+00:00, ,1217523505912274944,en,0,0,0,0,Twitter for Android,"#Orwellian #China silencing dissent at home and abroad, says human rights chief.
 https://t.co/eYPQut7uio"
1433304133,2020-01-15 19:06:29+00:00, ,1217523464418025474,en,1,0,0,0,Twitter Web App,A Plea from Africa to the #USA #EuropeanUnion(#EU) #China #Japan #Brazil and #India https://t.co/SRssVz0Gwb #Bulgaria #Türkiye #Portugal #Россия #Ελλαδα #NewZealand #NL #Magyarország #Србија #Latvija #Lietuva #Eesti #scotland #Wales #NorthernIreland #Malta #Liechtenstein #Andorra
964178960673267712,2020-01-15 19:06:11+00:00, ,1217523388987494401,en,0,0,0,0,Twitter for Android,"BBC News - #US #China #tradedeal Winners and losers
https://t.co/Gk0EZdW59K"
72897136,2020-01-15 19:06:09+00:00, ,1217523382410973185,en,11,0,1,4,Twitter for iPhone,"Joti Brar on #China, #Xinjiang, and the #Uighur muslim anti-radicalisation education. https://t.co/pDUiiEoQHl"
1211232188412252160,2020-01-15 19:05:54+00:00, ,1217523321237012484,en,0,0,0,0,Twitter for Android,"First Post-#Soviet President of #Ukraine Praises “Nine Commentaries on the #Communist Party
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/bx547mefRO"
891727779988983808,2020-01-15 19:05:45+00:00, ,1217523280992776193,en,31,1,5,15,Twitter for Android,"German journalists proposed to the Chinese ambassador to #Germany to establish a publication in order to polish up Communist #China's picture, financed by 🇩🇪 companies and supported by the 🇨🇳 embassy. Thank god this perversion didn't come to fruition. https://t.co/PWHmX5tIhk"
937962626222497793,2020-01-15 19:05:33+00:00, ,1217523231130902534,en,0,0,0,0,Devdiscourse News Desk,#US signs 1st phase of trade deal with #China; tariffs remain in place https://t.co/tBSa8QJ4qa
881604271,2020-01-15 19:05:21+00:00, ,1217523182304776192,en,2,0,0,1,Twitter Web App,"$BA will get 20B deals with #china airlines in next 24 months 
this is add on revenue if #737max doesnot ply #737 will https://t.co/maULKrW2pS"
295726305,2020-01-15 19:05:05+00:00, ,1217523113891713030,en,0,0,0,0,Paper.li,The latest The China Business Daily! https://t.co/93gDKOQJY4 Thanks to @kunhardtphoto @mamanidavid @TravelPanamaNew #china #tradedeal
728280729457557504,2020-01-15 19:05:04+00:00, ,1217523108149710848,en,2,0,0,0,Hootsuite Inc.,"“We hope #China can thoroughly understand the opinion and will expressed by #Taiwanese people in this election and review their current policies,” @iingwen told reporters Wednesday. https://t.co/6OoUc7LFmX https://t.co/iRXgybxYgb"
1573110205,2020-01-15 19:05:02+00:00, ,1217523101535047680,en,0,0,0,0,Twitter Web App,"The Ultimate Solution to loose ALL THE UNWANTED FATS and WEIGHT

https://t.co/YvnmKGjB02

#Gallant #Drake #Kawhi #BigBenMustBong #MUNWOL #AngelJennieDay #AaronHernandez #Poole #NeverWarren #CNNisGarbage #WednesdayWisdom #NationalHatDay #DrewPearson #China #DeBoer https://t.co/AmZSAO5P54"
250802019,2020-01-15 19:04:28+00:00, ,1217522959293829121,en,5,0,0,3,Twitter for Android,"#Germany investigates 3 people suspected of spying for #China

https://t.co/3m6uX91IkW"
1211232188412252160,2020-01-15 19:04:08+00:00, ,1217522874111623168,en,0,0,0,0,Twitter for Android,"👉#HongKongRally Commemorates ‘Nine Commentaries’
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/sBFiqsZi2b"
14741904,2020-01-15 19:03:39+00:00, ,1217522754741788672,en,1,1,0,0,Twitter Web App,"Trump and Liu sign partial US-China trade deal, though most tariffs stay -- solidifies state role in economy, something Trump initially argued against. via 
@scmpnews #ChinaTradeDeal
 #TradeDeal #tariffs #TradeWar #China https://t.co/BAern1Pog3"
51000297,2020-01-15 19:03:35+00:00, ,1217522734764318722,en,0,0,0,2,Twitter for iPhone,"US-China trade deal: Winners and losers. 

The trade deal was reached on #ImpeachmentDay... (maybe by chance). 

#USA #China #Trump #USChinaTradeDeal  https://t.co/k11vxzvgzK"
1164627421980766213,2020-01-15 19:03:30+00:00, ,1217522714405146624,en,0,1,1,0,Twitter for Android,"#China
#Russia
#Iran
How would I have understood? https://t.co/GpvwULUh39"
390795456,2020-01-15 19:03:00+00:00, ,1217522590744489984,en,2,0,0,0,Sprinklr,"The Belt &amp; Road’s major infrastructure &amp; energy projects stand to benefit from the support of risk &amp; insurance partners during the lifecycle of a project, explains AIG’s Brian Botkin

https://t.co/luAk8glMWP

#BRI #infrastructure #energyproject #china #beltroad #megaprojects https://t.co/8vDHaeE3iN"
17732518,2020-01-15 19:03:00+00:00, ,1217522589158887424,en,0,0,1,1,Twitter Web App,"00:25 #bombay tv surf #tellurian #women #ceo meg gentle cnbc re #impeached CROOK #trump deal = #agri + #energy w/ #china:
can put #LNG in the water $3.25 send #euro-land $4!25 + #china $5(-ish)
#GreatGame++ #oil #soybeans 
#oott #artofthedeal-FCKD
#recession #phaseone #pigs
LOL"
1211232188412252160,2020-01-15 19:02:52+00:00, ,1217522557823393792,en,0,0,0,0,Twitter for Android,"Office #Persecuting #FalunGong
 in China Reports Failure
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/MFDaOJRuaT"
24947616,2020-01-15 19:02:46+00:00, ,1217522529021124609,en,1,0,0,0,Twitter Web App,Where is VC money from China going? Only 69% flowing into United States - State of #China #Lifescience @ChinaBio #CABS - #JPM2020 #BiotechShowcase  @EBDgroup
1155881350127185920,2020-01-15 19:02:20+00:00, ,1217522422737358848,en,2,0,0,1,Twitter Web App,"They're baaaaaaack! #China #ChinaTradeDeal #chickenfeet
https://t.co/YFYYvyQjqP"
24947616,2020-01-15 19:01:44+00:00, ,1217522271725600768,en,1,0,0,0,Twitter Web App,"We don't expect #VentureCapital #investment in #China will just stop - #Lifescience @ChinaBio #CABS - Factors driving China #lifescience #investment - major socio-economic trends, robust China Govt support for #healthcare #innovation - #JPM2020 #BiotechShowcase  @EBDgroup"
1211232188412252160,2020-01-15 19:01:41+00:00, ,1217522256936652801,en,0,0,0,0,Twitter for Android,"200 Million #Chinese Renounce 
the #Communist Party
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/tUs8zynMNJ"
3149729430,2020-01-15 19:01:04+00:00, ,1217522104389816320,en,0,0,0,0,Mirage News Posts,"U.S. #President Trump is Signing a Landmark Phase One #Trade Agreement with #China 
https://t.co/UK0mhMc288
#America #American #Business #Chinese #Currency #Export #Food #Government #Import #Investment #Property #Purchase #UnitedStates #WhiteHouse https://t.co/GwSN9BoSy0"
24947616,2020-01-15 19:00:55+00:00, ,1217522063599996928,en,1,0,0,0,Twitter Web App,State of #China #Lifescience @ChinaBio #CABS - New VC/PE flowing in China LifeScience slowed 17% but number of deals grew to nearly 800  - #JPM2020 #BiotechShowcase  @EBDgroup
17732518,2020-01-15 19:00:51+00:00, ,1217522046793420805,en,0,0,0,0,Twitter Web App,"00:25 #bombay tv surf #tellurian #women #ceo meg gentle cnbc re #impeached CROOK #trump deal #phaseone = #agri + #energy w/ #china:
can put #LNG in the water $3.25 send #euro-land $4!25 + #china $5(-ish)
hmm @SusanSakmar 
#GreatGame++"
2886648994,2020-01-15 19:00:41+00:00, ,1217522006914224129,en,8,0,1,3,The Social Jukebox,"When you have only two pennies left in the world, buy a loaf of bread with one, and a lily with the other.
✍️Chinese Proverb

#China #中国"
1211232188412252160,2020-01-15 19:00:36+00:00, ,1217521985296785408,en,0,0,0,0,Twitter for Android,"Uttering ‘Tuidang’ in China 
Can Get You Arrested
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/AIOpEj9X6K"
964826293,2020-01-15 19:00:31+00:00, ,1217521966518849536,en,0,0,0,0,eClincher,Protecting the Belt &amp; Road https://t.co/9CB3jLuQI9 #china #belt #road #trade https://t.co/aJwVlMdCxf
4865463921,2020-01-15 19:00:14+00:00, ,1217521892715831297,en,0,0,0,0,News Observatory,Chinese #5G smartphones will become cheaper #China #Life #News #NewsDaily #NewsDesk #NewsFeed #NewsToday #Tech #WorldNews https://t.co/biB8EE0NiP https://t.co/jfh2RSrlac
552034791,2020-01-15 19:00:11+00:00, ,1217521878790803460,en,0,0,0,1,Oktopost,"Why is Asia-Pacific HNW client satisfaction significantly lower than that of their counterparts in other parts of the world?

https://t.co/DnI7dOmSr9

#APAC #wealthmanagement #privatebanking #HNW #Forbes #China #Singapore #RegTech #WealthTech #Banking #KYC #AML #CLM https://t.co/MclDG9cwbt"
990355365933010944,2020-01-15 19:00:01+00:00, ,1217521840274464768,en,0,0,0,0,Buffer,"#China’s #centralbank says it has completed ‘top-level’ design of #digitalcurrency. https://t.co/fAFf84pUW1
Sign up for more news at https://t.co/CzlOWXgGD4"
829339189443493888,2020-01-15 19:00:01+00:00, ,1217521837338513412,en,1,0,0,1,Sprinklr,In China Insight: 'No Slowdown in Credit Clean-up in 2020'. China’s corporate bond sector ended 2019 with heightened concerns about defaults. Our experts are afraid that China corporate bond defaults will continue to stay elevated...more at: https://t.co/4F73Blh5Ie. #IGM #China https://t.co/Yv9nwRpQAD
366104063,2020-01-15 18:59:51+00:00, ,1217521795936460801,en,1,0,0,0,Twitter for Android,First phase of the #USA and #China agreement signed https://t.co/bbon3H0N2V
2918307101,2020-01-15 18:59:44+00:00, ,1217521769277468673,en,7,0,0,0,Twitter Web App,"The phase-one #trade deal with #China could give #manufacturing a lift by supporting demand. The ISM factory index, which fell to 47.2 in December from 48.1 in November—the lowest since June 2009—could be poised to rebound a bit."
27652717,2020-01-15 18:59:36+00:00, ,1217521733445603328,en,2,0,0,1,FXstreet.com,USD/JPY peaking around 110 the figure as focus shifts to troubles ahead By @ross_burland https://t.co/eGAzdhiG1r #USDJPY #TradeWar #Currencies #China
884606125,2020-01-15 18:59:17+00:00, ,1217521656047919104,en,1,0,0,2,Twitter Web App,"#China's #President welcomes #Phase-I #tradedeal with #Trump - of course he does: 'Of course, WHEN the market DEMAND is booming, Chinese companies MAY buy more,' he said. https://t.co/Bb2W3ZXMkG"
24947616,2020-01-15 18:59:17+00:00, ,1217521654022078464,en,0,0,0,0,Twitter Web App,"State of #China #Lifescience @ChinaBio #CABS - Factors driving China #lifescience #investment - major socio-economic trends, robust China Govt support for #healthcare #innovation - #JPM2020 #BiotechShowcase  @EBDgroup"
1211232188412252160,2020-01-15 18:59:17+00:00, ,1217521653246234624,en,0,0,0,0,Twitter for Android,"8,000 in #NewYork Rally to Support 200 Million Chinese Who Have Quit #Communism
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/MVeT165IyU"
1126767463142547456,2020-01-15 18:59:02+00:00, ,1217521591812182016,en,0,0,0,0,WhatsTrumpUpTo.wtf,"[Gina Heeb] IT'S OFFICIAL: Trump signs China trade deal, says tariffs could be lifted in Phase 2 #China #WhiteHouse #Tariff #DonaldTrump https://t.co/DyKLpWAu1L https://t.co/Ep8uC9E9l9"
1168914142587236352,2020-01-15 18:58:59+00:00, ,1217521579082555393,en,1,0,0,0,Twitter Web App,"Dow Skyrockets 160 Points Ahead of US-China Phase One Trade Deal Signing

#China #ChineeseGovernment #DowJones #Government #Investors #PresidentTrump #Tariffs #TradeAgreement #UnitedStates
https://t.co/KhqqPS9ktt https://t.co/1u80hfktW8"
995395884245508098,2020-01-15 18:58:51+00:00, ,1217521544982908928,en,0,0,0,0,Twitter for iPhone,"Trump, China sign 'phase one' trade deal in push to stop economic conflict https://t.co/RSpia4EoRm @CNBC #china #chinatrade #tradewar #trade"
366104063,2020-01-15 18:58:36+00:00, ,1217521484261924871,en,0,0,0,0,LinkedIn,First phase of the #US and #China agreement signed # #EEUU #China #market #tradedeal https://t.co/2L8iOijTrP
1211232188412252160,2020-01-15 18:57:41+00:00, ,1217521251444514817,en,0,0,0,0,Twitter for Android,"#Communism ‘the Most Destructive #Political System in Human #History,’ Says Historian
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/EnpAtwgqyL"
1078344084983611393,2020-01-15 18:57:36+00:00, ,1217521230695354369,en,0,0,0,0,Article Tweetbot,"Pelosi names 7 House Democrats who will present case against Trump at Senate trial
#News #Politics #NewYork #Republican #McConnell #Nadler #KevinMcCarthy #China #Pelosi #Trump #MitchMcConnell #Republicans #Texas #Nixon
https://t.co/JOpZlRHxVW"
1181946704049786880,2020-01-15 18:57:13+00:00, ,1217521132984619008,en,0,0,0,0,Twitter Web App,"#Germany raids offices, homes of suspected #China spies. @Reuters https://t.co/1830KyrhCp"
24263450,2020-01-15 18:55:08+00:00, ,1217520611460694016,en,0,0,1,0,TweetDeck,".@SpeakerPelosi &amp; @TheDemocrats select #impeachment managers and release articles to @senatemajldr at the exact date and time @realDonaldTrump signs the phase one trade deal with #China.

Coincidence? I think not."
2830127469,2020-01-15 18:55:05+00:00, ,1217520597485248512,en,1,0,0,0,Twitter Web Client,"#China’s Shipbuilders Seek New Inroads in #Arctic Shipping
@Diplomat_APAC
https://t.co/PV9gjC2HAc"
24947616,2020-01-15 18:54:38+00:00, ,1217520482741706752,en,1,0,0,0,Twitter Web App,State of #China #Lifescience @ChinaBio #CABS - #VentureCapital slows but partnering grows #JPM2020 #BiotechShowcase  @EBDgroup
1211232188412252160,2020-01-15 18:54:03+00:00, ,1217520336096329730,en,0,0,0,0,Twitter for Android,"On #Taiwan’s Front Line With China, a Constant 
State of Alertness
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
👉#BoycottBeijing2022
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/mj1oMK1ro6"
1562907204,2020-01-15 18:53:01+00:00, ,1217520078746521606,en,0,0,0,0,Buffer,"The End Of NonProfits, The Rise Of NeoProfits! - #china #outsource   - https://t.co/t4s2nDbomK Follow me - https://t.co/TQXdAABKUI https://t.co/MrL4IPBfMy"
3180304379,2020-01-15 18:52:49+00:00, ,1217520025155883008,en,0,0,0,0,Twitter for iPhone,Congratulations #USA and #China on the New #Trade Deal! This is fantastic moment in history and for international relations. @realDonaldTrump https://t.co/PJVfMJYyzR
3149729430,2020-01-15 18:52:39+00:00, ,1217519985918169088,en,0,0,0,0,Mirage News Posts,"#Boeing CEO Statement on #US-#China #Trade Deal 
https://t.co/qLtmTMdpTG
#Aerospace #Ambassador #Building #Fuel #Innovation #Jobs #Premier #President #Secretary #Trump #UnitedStates"
881604271,2020-01-15 18:52:31+00:00, ,1217519950480281600,en,1,0,0,0,Twitter Web App,$SPY $QQQ $DIA is this not a good dela don't know what is by #trump #china https://t.co/itlIulazYv
71681607,2020-01-15 18:52:25+00:00, ,1217519925998342144,en,0,0,0,0,Twitter for iPad,THE MECK REPORT      : Donald Trump to ink landmark trade truce with China @realDonaldTrump #china #tradedeal @GovMikeHuckabee https://t.co/9jIPUlbplh
898950281148289026,2020-01-15 18:52:09+00:00, ,1217519857253715971,en,0,0,0,0,RU Auto post,"New post: Trump and China sign phase one trade deal – ReadUseful 
#China #deal #Phase #ReadUseful
https://t.co/8Q8jkzAsGV"
1211232188412252160,2020-01-15 18:52:02+00:00, ,1217519827818045440,en,0,0,0,0,Twitter for Android,"56 #FalunGong Practitioners
 in #SouthKorea Face 
 Deportation to #Persecution
 in China
#China 🇨🇳wants to shut 🆙.
PLEASE DO NOT STOP.
👉#StandWithHK🇭🇰 
👉#Denmark 
#dkpol #dksocial 
🌄#Revolution🌄 
👉#MeToo
#Google #Facebook #Twitter
⛔#Dictator⛔
https://t.co/fhvr4hX8ek"
325828088,2020-01-15 18:52:01+00:00, ,1217519825305718791,de,0,0,0,0,Paper.li,The latest Die Frank Gosch Zeitung! https://t.co/aMRsZJw5dY Thanks to @Enpunkt #kiel #china
1049641539062980608,2020-01-15 18:52:01+00:00, ,1217519824852701184,en,0,0,0,0,TweetDeck,"#China to boost #U. purchases by $76.7 billion in first year of #tradedeal

#China also will increase U.S. #energy purchases by $52.4 billion and #services purchases by a $37.9 billion. 

#TrdDiary 

https://t.co/DuKaYa9ROP… https://t.co/ZrMQwG3cm8"
884606125,2020-01-15 18:52:01+00:00, ,1217519824617664512,en,1,0,0,2,Twitter Web App,"#US/#China #phase-I #tradedeal full of words like 'try' and 'will' (future), and a big IF lingers on #China's future actions. But its a #win - mainly for #China, as it gets away without any damage https://t.co/ulyWFnesTI"
106816456,2020-01-15 18:51:34+00:00, ,1217519713502343168,en,4,0,0,3,Hootsuite Inc.,"The Trump administration released details Wednesday of the U.S.-China ""phase one"" trade agreement and the commitments that the Chinese are making to increase purchasing of American farm commodities. #China #Trade  https://t.co/iSBeu4MSsr"
1027287924616966145,2020-01-15 18:51:06+00:00, ,1217519594547679234,en,0,0,0,0,Facebook,"Dear Donald J. Trump so finally you had bow down to #china 😂🇺🇸
#tradewar #uschina #china #firstphase"
844136511079559168,2020-01-15 18:50:31+00:00, ,1217519448023715841,en,51,1,1,21,Twitter Web App,"#Germany raids offices, homes of suspected #China spies 

Police have raided homes and offices in #Brussels and across #Germany in a case involving three people suspected of spying for China, prosecutors said on Wednesday
https://t.co/BC63beIqn5"
963229329059602432,2020-01-15 18:50:27+00:00, ,1217519432647315456,en,0,0,0,0,Twitter Web Client,Baidu Unveils New Words Prediction Feature in Facemoji App - #Baidu $BIDU #China - via @CapitalWatchCom https://t.co/yD4e9wuxt2
2251049625,2020-01-15 18:50:16+00:00, ,1217519383788113927,en,0,0,0,0,Twitter for iPhone,"President Trump ushers in historic trade deal with China, while Democrats *finally* send frivolous impeachment articles to Senate. 

#impeachment #hoax #WitchHunt #china #trade #MAGA"
130501124,2020-01-15 18:49:06+00:00, ,1217519093366116354,en,0,0,0,0,Facebook,"US, China sign Phase 1 trade deal; Trump calls it 'unbelievable'
#US #China #Phase #Trump #socialnewsxyz
https://t.co/VTAtPueJlt https://t.co/VTAtPueJlt"
1200105412789448705,2020-01-15 18:48:45+00:00, ,1217519003368747008,en,0,0,0,0,Twitter Web Client,"""US tech backlash forces #China to be more self-sufficient "" #Trump #5G #Huawei #tradedeal #AI https://t.co/ZVEENTQrFI"
1205197454557073408,2020-01-15 18:48:44+00:00, ,1217519000197844993,en,2,1,1,4,Twitter Web Client,"US and China sign Phase 1 of trade deal 
#US #China #Sign #Phase1 #Trade #Deal #President #Trump #news #updates #feelings #Universalfeelings
https://t.co/hnIkUw1Mo9"
3066855883,2020-01-15 18:48:36+00:00, ,1217518963757707264,en,1,1,0,1,Twitter Web Client,"#OIL #OOTT #WTI 
Here's what #China agreed to buy from the #US in the phase one #trade deal https://t.co/YkmtbK1o1e"
29095033,2020-01-15 18:48:33+00:00, ,1217518951816556547,en,1,1,0,1,dlvr.it,Donald Trump and Liu He signs phase one US-#China trade deal - #business live: US and #China are signing a preliminary trade agreement that will see more American farm products and machinery sold to Chinese customers * Latest: Phase One deal signed *… https://t.co/2nwpjQKaqD https://t.co/o6XdZKYTIC
22684343,2020-01-15 18:48:29+00:00, ,1217518935047720960,en,0,0,0,0,TweetDeck,"Britain hedges on @Huawei &amp; US senators suggest O-RAN as option
https://t.co/wbT17pVqVw #security #5G #China https://t.co/M2asvLhmTw"
1050410460565123072,2020-01-15 18:48:24+00:00, ,1217518913929519104,en,1,0,0,1,Twitter Web App,#China is finalizing rules for #online-only #banks. Foreign banks in the country would have the right to establish online ones as well.  #ArtificialIntelligence (#AI) and online #banking #technologies have transformed China’s #financial services. https://t.co/tlPH8R81EL
20707966,2020-01-15 18:48:13+00:00,07d9dafff4481002,1217518867544715264,en,50,1,2,3,Twitter for iPhone,Look who I just ran into! ⁦@LouDobbs⁩ #PhaseOne #tradedeal #US #China WH Econ adviser Larry Kudlow joins me LIVE in one hour @foxbusiness on what China must do before ⁦@realDonaldTrump⁩ will drop all tariffs. ⁦@ClamanCountdown⁩ https://t.co/e1ma55MVXx
217426144,2020-01-15 18:47:39+00:00, ,1217518726179934210,en,0,0,0,0,Paper.li,The latest South China Sea Today! https://t.co/jph68YPG1j Thanks to @jonesboys98 @drbishnuhnepal @satyariyo #southchinasea #china
5354482,2020-01-15 18:47:22+00:00, ,1217518656369852423,en,0,0,0,0,Paper.li,The latest The Daily Tingle Times! https://t.co/ZiLesO3smF Thanks to @RCPEHeritage #usrc #china
861836558869159936,2020-01-15 18:47:11+00:00, ,1217518608429080578,en,3,0,1,2,Twitter for iPhone,"#US #China #Trade #Economy #Agreement #Tariffs 

US 🇺🇸 and China 🇨🇳 Sign Phase One of Trade Deal after 3 Years of acrimonious talks. Here is a copy of the full document (@economics) ⤵️

https://t.co/ZEuS8ZZIYV https://t.co/LbysyDg7Tr"
247637778,2020-01-15 18:47:06+00:00, ,1217518589810376704,en,1,0,0,1,Twitter for iPhone,"#10km3x2 your world #K12 #youth | ⁦@isostandards⁩ see https://t.co/OgWviAmVD8  | #WHO says new #China #coronavirus could spread, warns #hospitals worldwide  https://t.co/BYJFrGRTcS"
898950281148289026,2020-01-15 18:46:13+00:00, ,1217518365952172035,en,0,0,0,0,RU Auto post,"New post: US and China sign ""phase one"" trade deal that they say will clamp down on 
#Amazon #Annie #China #clamp
https://t.co/E1F1vJfm1j"
31777536,2020-01-15 18:46:06+00:00, ,1217518336457822213,en,0,0,0,0,Paper.li,The latest The Jobs in Essen Daily! https://t.co/rnrp9ya966 Thanks to @essene @Ruhr_Tourismus @NZ_Online #archiv #china
